!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
PROWSE	ˈpraʊz
PROXIES	ˈprɑːksiːz
PROXIMAL	ˈprɑːksəməl
PROXIMATE	ˈprɑːksəmət
PROXIMITY	prɑːkˈsɪməti
PROXMIRE	ˈprɑːkˌsmaɪr
PROXY	ˈprɑːksi
PROZAC	ˈproʊˌzæk
PRU	ˈpruː
PRU'S	ˈpruːz
PRUCAPITAL	ˌpruːˈkæpɪtəl
PRUCHA	ˈprʌtʃə
PRUDE	ˈpruːd
PRUDEN	ˈpruːdən
PRUDENCE	ˈpruːdəns
PRUDENCY	ˈpruːdənsi
PRUDENT	ˈpruːdənt
PRUDENTE	ˈprʌdɪnt
PRUDENTIAL	pruːˈdɛnʃəl
PRUDENTIAL'S	pruːˈdɛnʃəlz
PRUDENTIALBACHE	pruːˌdɛntiːˈælbætʃ, pruːˈdɛnʃəlbætʃ
PRUDENTLY	ˈpruːdəntli
PRUDENTRUST	ˈpruːdənˌtrəst
PRUDERY	ˈpruːdɝi
PRUDHOE	ˈprʌdˌhoʊ
PRUDHOMME	ˈprʌdhəm
PRUDISH	ˈpruːdɪʃ
PRUDIT	ˈpruːdɪt
PRUE	ˈpruː
PRUER	ˈpruːɝ
PRUESS	ˈpruːs
PRUETER	ˈprʊtɝ
PRUETT	ˈpruːt
PRUETTE	pruːˈɛt
PRUGH	ˈpruː
PRUIETT	ˈpruːɪt
PRUITT	ˈpruːɪt
PRUNE	ˈpruːn
PRUNEAU	prəˈnoʊ
PRUNED	ˈpruːnd
PRUNEDA	pruːˈnɛdə
PRUNEDALE	ˈpruːnˌdeɪl
PRUNELLA	pruːˈnɛlə
PRUNER	ˈpruːnɝ
PRUNES	ˈpruːnz
PRUNIER	ˈpruːniːɝ
PRUNING	ˈpruːnɪŋ
PRUNSKIENE	ˈpruːnˌskiːn
PRUNTY	ˈprʌnti
PRURIENT	ˈprʊriːənt
PRUS	ˈprʌs
PRUSAK	ˈpruːsək
PRUSHA	ˈprʌʃə
PRUSINSKI	prəˈsɪnski
PRUSKI	ˈprʌski
PRUSS	ˈprʌs
PRUSSAK	ˈprʌsək
PRUSSIA	ˈprʌʃə
PRUSSIAN	ˈprʌʃən
PRUST	ˈprʌst
PRUTZMAN	ˈprʌtsmən
PRUYN	ˈpraɪn
PRY	ˈpraɪ
PRYCE	ˈpraɪs
PRYDE	ˈpraɪd
PRYER	ˈpraɪɝ
PRYING	ˈpraɪɪŋ
PRYNNE	ˈprɪn
PRYOR	ˈpraɪɝ
PRYOR'S	ˈpraɪɝz
PRZYBOCKI	prəzˈbɑːki
PRZYBYL	pɝˈzɪbəl
PRZYBYLA	ˌpɝːzəˈbɪlə
PRZYBYLSKI	ˌpɝːzəˈbɪlski
PRZYBYSZ	pɝˈzɪbɪʃ
PRZYWARA	pɝzəˈvɑːrə
PSALM	ˈsɑːlm, ˈsɑːm
PSALMS	ˈsɑːlmz, ˈsɑːmz
PSALTER	ˈsɔltɝ
PSALTERS	ˈsɔltɝz
PSAROUTHAKIS	ˌsɛruːˈθɑːkɪs
PSENCIK	ˈsɛnsɪk
PSEUDO	ˈsuːdoʊ
PSEUDOMONAS	ˌsuːdəˈmoʊnəz
PSEUDONYM	ˈsuːdəˌnɪm
PSEUDONYMS	ˈsuːdəˌnɪmz
PSEUDOPODIAL	ˌsuːdəˈpoʊdiːəl
PSEUDOSCIENCE	ˌsuːdoʊˈsaɪəns
PSEUDOSCIENTIFIC	ˌsuːdoʊˌsaɪənˈtɪfɪk
PSHEW	pˈʃuː
PSI	ˈsaɪ
PSILOCYBIN	ˌsaɪləˈsaɪbən
PSORIASIS	sɝˈaɪəsəs
PSYCH	ˈsaɪk
PSYCHE	ˈsaɪki
PSYCHED	ˈsaɪkt
PSYCHEDELIC	ˌsaɪkəˈdɛlɪk
PSYCHES	ˈsaɪkiːz
PSYCHIATRIC	ˌsaɪkiːˈætrɪk
PSYCHIATRIST	səˈkaɪətrəst
PSYCHIATRIST'S	səˈkaɪətrəsts
PSYCHIATRISTS	səˈkaɪətrəsts
PSYCHIATRY	saɪˈkaɪətri, sɪˈkaɪətri
PSYCHIC	ˈsaɪkɪk
PSYCHICAL	ˈsaɪkɪkəl
PSYCHICS	ˈsaɪkɪks
PSYCHO	ˈsaɪkoʊ
PSYCHO-SOCIAL	ˈsaɪkoʊˌsoʊʃəl
PSYCHOANALYSIS	ˌsaɪkoʊəˈnæləsəs, ˌsaɪkoʊəˈnælɪsɪs
PSYCHOANALYST	ˌsaɪkoʊˈænələst
PSYCHOANALYTIC	ˌsaɪkoʊˌænəˈlɪtɪk
PSYCHOBABBLE	ˌsaɪkoʊˈbæbəl
PSYCHODYNAMIC	ˌsaɪkoʊdaɪˈnæmɪk
PSYCHOGENIC	ˌsaɪkoʊˈdʒɛnɪk
PSYCHOKINESIS	ˌsaɪkoʊkəˈniːsəs
PSYCHOLOGICAL	ˌsaɪkəˈlɑːdʒɪkəl
PSYCHOLOGICALLY	ˌsaɪkəˈlɑːdʒɪkli
PSYCHOLOGIST	saɪˈkɑːlədʒəst
PSYCHOLOGISTS	saɪˈkɑːlədʒəsts
PSYCHOLOGY	saɪˈkɑːlədʒi
PSYCHOPATH	ˈsaɪkoʊˌpæθ
PSYCHOPATHIC	ˌsaɪkəˈpæθɪk
PSYCHOPATHS	ˈsaɪkoʊˌpæθs
PSYCHOPATHY	saɪˈkɑːpəθi
PSYCHOSIS	saɪˈkoʊsəs
PSYCHOSOCIAL	ˈsaɪkoʊˌsoʊʃəl
PSYCHOSOMATIC	saɪˌkoʊsəˈmætɪk
PSYCHOTHERAPEUTIC	ˌsaɪkoʊˌθɛrəˈpjuːtɪk
PSYCHOTHERAPIST	ˌsaɪkəˈθɛrəpɪst
PSYCHOTHERAPISTS	ˌsaɪkəˈθɛrəpɪsts
PSYCHOTHERAPY	ˌsaɪkoʊˈθɛrəpi
PSYCHOTIC	ˌsaɪˈkɑːtɪk
PSYLLIUM	ˈsɪliːəm
PTACEK	ˈtɑːˌtʃɛk
PTAK	ˈtæk
PTOLEMAIC	ˌtɑːləˈmeɪɪk
PTOLEMY	ˈtɑːləmi
PTOMAINE	ˈtoʊmeɪn
PTOMAINES	ˈtoʊmeɪnz
PTOVSKY	pəˈtɔvski
PTY	ˈtaɪ
PTYON	ˈtaɪɔn
PU	ˈpuː
PUAT	ˈpjuːæt
PUB	ˈpʌb
PUBCO	ˈpʌbkoʊ
PUBERTY	ˈpjuːbɝti
PUBIC	ˈpjuːbɪk
PUBLIC	ˈpʌblɪk
PUBLIC'S	ˈpʌblɪks
PUBLIC-SPIRIT	ˈpʌblɪkˈspɪrɪt
PUBLIC-SPIRITED	ˈpʌblɪkˈspɪrɪtəd
PUBLIC-SPIRITEDNESS	ˌpəblɪkˈspɪrɪˌtɪdnəs
PUBLICALLY	ˈpʌblɪkli
PUBLICATION	ˌpəblɪˈkeɪʃən
PUBLICATION'S	ˌpəblɪˈkeɪʃənz
PUBLICATIONS	ˌpəblɪˈkeɪʃənz
PUBLICATIONS'	ˌpəblɪˈkeɪʃənz
PUBLICIS	pəˈbliːsɪs
PUBLICIST	ˈpʌblɪsɪst
PUBLICISTS	ˈpʌblɪsɪsts
PUBLICITY	pəˈblɪsəti, pəˈblɪsɪti
PUBLICIZE	ˈpʌblɪˌsaɪz
PUBLICIZED	ˈpʌblɪˌsaɪzd
PUBLICIZING	ˈpʌbləˌsaɪzɪŋ
PUBLICKER	ˈpʌblɪkɝ
PUBLICLY	ˈpʌblɪkli
PUBLICS	ˈpʌblɪks
PUBLISH	ˈpʌblɪʃ
PUBLISHED	ˈpʌblɪʃt
PUBLISHER	ˈpʌblɪʃɝ
PUBLISHER'S	ˈpʌblɪʃɝz
PUBLISHERS	ˈpʌblɪʃɝz
PUBLISHERS'	ˈpʌblɪʃɝz
PUBLISHES	ˈpʌblɪʃəz, ˈpʌblɪʃɪz
PUBLISHING	ˈpʌblɪʃɪŋ
PUBLISHING'S	ˈpʌblɪʃɪŋz
PUBLISHINGS	ˈpʌblɪʃɪŋz
PUBLITECH	ˈpʌblɪˌtɛk
PUBLIX	ˈpʌblɪks
PUBS	ˈpʌbz
PUCCI	ˈpuːtʃi
PUCCIARELLI	puːtʃɝˈɛli
PUCCINELLI	puːtʃiːˈnɛli
PUCCINI	puːˈtʃiːni
PUCCIO	ˈpuːtʃiːoʊ
PUCHALSKI	pəˈhɑːlski
PUCHE	ˈpuːtʃ
PUCILLO	puːˈtʃɪloʊ
PUCK	ˈpʌk
PUCKER	ˈpʌkɝ
PUCKETT	ˈpʌkɪt
PUCKISH	ˈpʌkɪʃ
PUDDING	ˈpʊdɪŋ
PUDDINGS	ˈpʊdɪŋz
PUDDLE	ˈpʌdəl
PUDDLES	ˈpʌdəlz
PUDER	ˈpjuːdɝ
PUDGIE	ˈpʌdʒi
PUDGIE'S	ˈpʌdʒiːz
PUDGIES	ˈpʌdʒiːz
PUDGY	ˈpʌdʒi
PUDLO	ˈpʌdloʊ
PUDONG	ˈpjuːˈdɔŋ, ˈpuːˈdɔŋ
PUDWILL	pəˈdwɪl
PUEBLA	pˈweɪblə
PUEBLO	pˈwɛbloʊ
PUENTE	ˈpuːnt
PUENTES	pˈwɛntɛs
PUERILE	pjuːˈriːl
PUERTO	pˈwɛrˌtoʊ, ˈpɔrtə, ˈpɔrtɝ
PUERTO-RICO	pˈwɛrˌtoʊˈriːkoʊ, ˈpɔrtəˈriːkoʊ, ˈpɔrtɝˈriːkoʊ
PUERTO_RICAN	pˈwɛrˌtoʊˈriːkən, ˈpɔrtəˈriːkən
PUERTO_RICANS	pˈwɛrˌtoʊˈriːkənz, ˈpɔrtəˈriːkənz
PUERTO_RICO	pˈwɛrˌtoʊˈriːkoʊ, ˈpɔrtəˈriːkoʊ
PUETT	ˈpuːt
PUETZ	ˈpuːts
PUFAHL	ˈpjuːfɑːl
PUFF	ˈpʌf
PUFFED	ˈpʌft
PUFFENBARGER	ˈpʌfɪnbɑːrgɝ
PUFFER	ˈpʌfɝ
PUFFER'S	ˈpʌfɝz
PUFFERY	ˈpʌfɝi
PUFFIN	ˈpʌˌfɪn
PUFFING	ˈpʌfɪŋ
PUFFINS	ˈpʌˌfɪnz
PUFFS	ˈpʌfs
PUFFY	ˈpʌfi
PUG	ˈpʌg
PUGA	ˈpjuːgə
PUGET	ˈpjuːdʒɪt
PUGET-1	ˈpjuːdʒɪˈtwʌn
PUGH	ˈpjuː
PUGH'S	ˈpjuːz
PUGHS	ˈpjuːz
PUGILISM	ˈpjuːdʒəlɪzəm
PUGILIST	ˈpjuːdʒəlɪst
PUGILISTIC	ˌpjuːdʒəˈlɪstɪk
PUGLIA	ˈpʌgliːə
PUGLIESE	puːgliːˈeɪzi
PUGLISI	puːˈgliːsi
PUGMIRE	ˈpʌgˌmaɪr
PUGNACIOUS	pəgˈnæʃɪs
PUGSLEY	ˈpʌgsli
PUGWASH	ˈpʌˌgwɑːʃ
PUHL	ˈpʌl
PUIG	ˈpuːg
PUIPOE	ˈpuːiːˌpoʊ, pˈwiːpoʊ
PUJOL	ˈpjuːdʒəl
PUKE	ˈpjuːk
PUKES	ˈpjuːks
PUKING	ˈpjuːˌkɪŋ
PULASKI	pjuːˈlæˌskiː
PULCINI	puːlˈtʃiːˌniː
PULEO	ˈpuːliːoʊ
PULFORD	ˈpʊlfɝd
PULICE	ˈpuːlɪs
PULIDO	puːˈliːdoʊ
PULITZER	ˈpʊlətsɝ
PULKRABEK	ˈpʌlkrəbɪk
PULL	ˈpʊl
PULLAM	ˈpʊləm
PULLAN	ˈpʊlən
PULLANO	puːˈlɑːnoʊ
PULLARA	puːˈlɑːrə
PULLBACK	ˈpʊlˌbæk
PULLBACKS	ˈpʊlˌbæks
PULLED	ˈpʊld
PULLEN	ˈpʊlən
PULLER	ˈpʊlɝ
PULLEY	ˈpʊli
PULLEYS	ˈpʊliːz
PULLIAM	ˈpʊliːəm
PULLIN	ˈpʊlɪn
PULLING	ˈpʊlɪŋ
PULLINS	ˈpʊlɪnz
PULLMAN	ˈpʊlmən
PULLMAN'S	ˈpʊlmənz
PULLOUT	ˈpʊˌlaʊt
PULLOUTS	ˈpʊˌlaʊts
PULLS	ˈpʊlz
PULLUM	ˈpʊləm
PULMAZYME	ˈpʊlməˌzaɪm
PULMAZYME'S	ˈpʊlməˌzaɪmz
PULMONARY	ˈpʊlməˌnɛri
PULMOZYME	ˈpʊlmoʊˌzaɪm
PULOS	ˈpuːloʊz
PULP	ˈpʌlp
PULPING	ˈpʌlpɪŋ
PULPIT	ˈpʊlpɪt
PULPITS	ˈpʊlpɪts
PULPWOOD	ˈpʌlpˌwʊd
PULS	ˈpʊlz
PULSAR	ˈpʊlsɝ
PULSAR'S	ˈpʊlsɝz
PULSATING	ˈpʌlˌseɪtɪŋ
PULSE	ˈpʌls
PULSES	ˈpʌlsɪz
PULSIFER	ˈpʌlsɪfɝ
PULSING	ˈpʌlsɪŋ
PULSIPHER	ˈpʊlsɪfɝ
PULTE	ˈpʊlti
PULTZ	ˈpʊlts
PULVER	ˈpʊlvɝ
PULVERIZE	ˈpʌlvɝˌaɪz
PULVERIZED	ˈpʌlvɝˌaɪzd
PULVERMACHER	ˈpʌlvɝməkɝ
PUMA	ˈpuːmə
PUMA'S	ˈpjuːməz
PUMICE	ˈpʌməs
PUMILIA	puːˈmiːliːə
PUMING	ˈpuːmɪŋ
PUMMEL	ˈpʌməl
PUMMELED	ˈpʌməld
PUMMELING	ˈpʌməlɪŋ
PUMMILL	ˈpʌmɪl
PUMP	ˈpʌmp
PUMPED	ˈpʌmpt
PUMPERNICKEL	ˈpʌmpɝˌnɪkəl
PUMPHREY	ˈpʌmfri
PUMPING	ˈpʌmpɪŋ
PUMPKIN	ˈpʌmpkɪn, ˈpʌmkɪn
PUMPKINS	ˈpʌmpkənz, ˈpʌmkənz
PUMPS	ˈpʌmps
PUMSIE	ˈpʌmzi
PUN	ˈpʌn
PUNCH	ˈpʌntʃ
PUNCHED	ˈpʌntʃt
PUNCHES	ˈpʌntʃɪz
PUNCHING	ˈpʌntʃɪŋ
PUNCHLINE	ˈpʌntʃˌlaɪn
PUNCHY	ˈpʌntʃi
PUNCTATE	ˈpʌnkˌteɪt
PUNCTILIOUS	pəŋkˈtɪliːəs
PUNCTUAL	ˈpʌŋktʃuːəl
PUNCTUALITY	ˌpəŋktʃuːˈælɪti
PUNCTUATE	ˈpʌŋktʃuːˌeɪt
PUNCTUATED	ˈpʌŋktʃuːˌeɪtɪd
PUNCTUATING	ˈpʌŋktʃuːˌeɪdɪŋ
PUNCTUATION	ˌpəŋktʃuːˈeɪʃən
PUNCTURE	ˈpʌŋktʃɝ, ˈpʌŋkʃɝ
PUNCTURED	ˈpʌŋktʃɝd, ˈpʌŋkʃɝd
PUNCTURES	ˈpʌŋktʃɝz, ˈpʌŋkʃɝz
PUNCTURING	ˈpʌŋktʃɝɪŋ, ˈpʌŋkʃɝɪŋ
PUNDIT	ˈpʌndət
PUNDITRY	ˈpʌndətri
PUNDITS	ˈpʌndɪts
PUNDT	ˈpʌnt
PUNEET	ˌpuːˈniːt
PUNG	ˈpʌŋ
PUNGENT	ˈpʌndʒənt
PUNGENTLY	ˈpʌndʒəntli
PUNIC	ˈpjuːnɪk
PUNISH	ˈpʌnɪʃ
PUNISHABLE	ˈpʌnɪʃəbəl
PUNISHED	ˈpʌnɪʃt
PUNISHER	ˈpʌnɪʃɝ
PUNISHES	ˈpʌnɪʃəz
PUNISHING	ˈpʌnɪʃɪŋ
PUNISHINGLY	ˈpʌnɪʃɪŋli
PUNISHMENT	ˈpʌnɪʃmənt
PUNISHMENTS	ˈpʌnɪʃmənts
PUNIT	ˈpʌnɪt
PUNITIVE	ˈpjuːnətɪv
PUNJAB	pənˈdʒɑːb, ˈpʌnˌdʒæb
PUNJAB'S	pənˈdʒɑːbz, ˈpʌnˌdʒæbz
PUNK	ˈpʌŋk
PUNKIN	ˈpʌŋkɪn
PUNKS	ˈpʌŋks
PUNKY	ˈpʌŋki
PUNS	ˈpʌnz
PUNSALAN	pənˈsɑːlən
PUNT	ˈpʌnt
PUNTA	ˈpʊntɝ
PUNTER	ˈpʌntɝ
PUNTO	ˈpuːnˌtoʊ
PUNTS	ˈpʌnts
PUNXSUTAWNEY	ˌpəŋksəˈtaʊˌniː
PUNY	ˈpjuːni
PUOPOLO	pwoʊˈpoʊloʊ
PUP	ˈpʌp
PUPA	ˈpjuːpə
PUPIL	ˈpjuːpəl
PUPILS	ˈpjuːpəlz
PUPO	ˈpuːpoʊ
PUPPET	ˈpʌpət, ˈpʌpɪt
PUPPETEER	pəpəˈtiːr
PUPPETEERS	pəpəˈtiːrz
PUPPETRY	ˈpʌpətri
PUPPETS	ˈpʌpəts, ˈpʌpɪts
PUPPIES	ˈpʌpiːz
PUPPY	ˈpʌpi
PUPS	ˈpʌps
PUR	ˈpɝː
PURA	ˈpʊrə, ˈpjʊrə
PURCELL	pɝˈsɛl
PURCHASE	ˈpɝːtʃəs
PURCHASED	ˈpɝːtʃəst
PURCHASER	ˈpɝːtʃəsɝ
PURCHASER'S	ˈpɝːtʃəsɝz
PURCHASERS	ˈpɝːtʃəsɝz
PURCHASERS'	ˈpɝːtʃəsɝz
PURCHASES	ˈpɝːtʃəsəz, ˈpɝːtʃəsɪz
PURCHASING	ˈpɝːtʃəsɪŋ
PURDHAM	ˈpɝːdəm
PURDIE	ˈpɝːdi
PURDIN	ˈpɝːdɪn
PURDOM	ˈpɝːdəm
PURDON	ˈpɝːdən
PURDUE	pɝˈduː
PURDUM	ˈpɝːdəm
PURDY	ˈpɝːdi
PURE	ˈpjʊr
PUREBRED	ˈpjʊrˈbrɛd
PUREBREDS	ˈpjʊrˈbrɛdz
PUREE	pjʊˈreɪ
PURELY	ˈpjʊrli
PURER	ˈpjʊrɝ
PUREST	ˈpjʊrəst
PUREX	ˈpjʊrɛks
PURGASON	ˈpɝːgəsən
PURGATORY	ˈpɝːgəˌtɔri
PURGE	ˈpɝːdʒ
PURGED	ˈpɝːdʒd
PURGES	ˈpɝːdʒɪz
PURGING	ˈpɝːdʒɪŋ
PURI	ˈpʊri
PURICELLI	pʊriːˈtʃɛli
PURIFICATION	ˌpjʊrəfəˈkeɪʃən
PURIFIED	ˈpjʊrəˌfaɪd
PURIFIER	ˈpjʊrəˌfaɪɝ
PURIFIERS	ˈpjʊrəˌfaɪɝz
PURIFOY	ˈpjuːrɪfɔɪ
PURIFY	ˈpjʊrəˌfaɪ
PURIFYING	ˈpjʊrəˌfaɪɪŋ
PURILE	ˈpjuːrəl
PURIM	ˈpʊrəm, ˈpʊriːm
PURINA	pjʊˈrɪnə, pɝˈiːnə, pjʊˈriːnə
PURINGTON	ˈpjʊrɪŋtən
PURINTON	ˈpjuːrɪntən
PURIS	ˈpjʊrɪs
PURIST	ˈpjʊrɪst
PURISTIC	pjʊˈrɪstɪk
PURISTS	ˈpjʊrɪsts
PURITAN	ˈpjʊrətən
PURITANICAL	ˌpjʊrəˈtænɪkəl
PURITANISM	ˈpjʊrətəˌnɪzəm
PURITANISMS	ˈpjʊrətəˌnɪzəmz
PURITANS	ˈpjʊrətənz
PURITY	ˈpjʊrəti, ˈpjʊrɪti
PURK	ˈpɝːk
PURKEY	ˈpɝːki
PURLOIN	pɝˈlɔɪn
PURLOINED	pɝˈlɔɪnd
PURNELL	ˈpɝːnəl
PUROLATOR	ˈpjʊrəleɪtɝ
PUROLATOR'S	ˈpjʊrəleɪtɝz
PURPA	ˈpɝːpə
PURPLE	ˈpɝːpəl
PURPLES	ˈpɝːpəlz
PURPLISH	ˈpɝːplɪʃ
PURPORT	ˈpɝːˌpɔrt, pɝˈpɔrt
PURPORTED	pɝˈpɔrtɪd
PURPORTEDLY	pɝˈpɔrtɪdˌliː
PURPORTING	pɝˈpɔrtɪŋ
PURPORTS	pɝˈpɔrts
PURPOSE	ˈpɝːpəs
PURPOSEFUL	ˈpɝːpəsfəl
PURPOSEFULLY	ˈpɝːpəsfəli
PURPOSELESS	ˈpɝːpəsləs
PURPOSELY	ˈpɝːpəsli
PURPOSES	ˈpɝːpəsəz, ˈpɝːpəsɪz
PURR	ˈpɝː
PURRING	ˈpɝːɪŋ
PURRINGTON	ˈpɝːɪŋtən
PURRS	ˈpɝːz
PURSE	ˈpɝːs
PURSED	ˈpɝːst
PURSEL	ˈpɝːsəl
PURSELL	ˈpɝːsəl
PURSER	ˈpɝːsɝ
PURSES	ˈpɝːsɪz
PURSIFULL	ˈpɝːsɪfəl
PURSLEY	ˈpɝːsli
PURSUANT	pɝˈsuːənt
PURSUE	pɝˈsuː
PURSUED	pɝˈsuːd
PURSUER	pɝˈsuːɝ
PURSUERS	pɝˈsuːɝz
PURSUES	pɝˈsuːz
PURSUETH	pɝˈsuːəθ
PURSUING	pɝˈsuːɪŋ
PURSUIT	pɝˈsuːt
PURSUITS	pɝˈsuːts
PURT	ˈpɝːt
PURTEE	ˈpɝːti
PURTELL	ˈpɝːtəl
PURTLE	ˈpɝːtəl
PURULENT	ˈpjʊruːlənt
PURVES	ˈpɝːvz
PURVEY	pɝˈveɪ
PURVEYED	pɝˈveɪd
PURVEYING	pɝˈveɪɪŋ
PURVEYOR	pɝˈveɪɝ
PURVEYORS	pɝˈveɪɝz
PURVEYS	pɝˈveɪz
PURVIANCE	pʊrˈviːəns
PURVIEW	ˈpɝːvˌjuː
PURVIN	ˈpɝːvɪn
PURVIS	ˈpɝːvɪs
PURYEAR	ˌpɝːˈjɪr
PUS	ˈpʌs
PUSAN	ˈpuːsɑːn
PUSANT	ˈpjuːsɑːnt
PUSATERI	puːsɑːˈtɛri
PUSCH	ˈpʌʃ
PUSEY	ˈpjuːzi
PUSH	ˈpʊʃ
PUSH-UP	ˈpʊˌʃəp
PUSH-UPS	ˈpʊˌʃəps
PUSHED	ˈpʊʃt
PUSHER	ˈpʊʃɝ
PUSHERS	ˈpʊʃɝz
PUSHES	ˈpʊʃəz, ˈpʊʃɪz
PUSHING	ˈpʊʃɪŋ
PUSHKIN	ˈpʊʃkɪn
PUSHOVER	ˈpʊˌʃoʊvɝ
PUSHUP	ˈpʊˌʃəp
PUSHUPS	ˈpʊˌʃəps
PUSHY	ˈpʊʃi
PUSILLANIMOUS	pjuːsəˈlænəməs
PUSKAR	ˈpʌskɝ
PUSKARICH	ˈpʌskɝɪk
PUSKAS	ˈpʌskəz
PUSS	ˈpʊs, ˈpʌs
PUSSES	ˈpʊsɪz, ˈpʌsɪz
PUSSIES	ˈpʊsiːz
PUSSY	ˈpʊsi
PUSSYCAT	ˈpʊsiːˌkæt
PUSSYCATS	ˈpʊsiːˌkæts
PUSSYFOOT	ˈpʊsiːˈfʊt
PUSSYFOOTED	ˈpʊsiːˈfʊtəd
PUSSYFOOTING	ˈpʊsiːˈfʊtɪŋ
PUSSYFOOTS	ˈpʊsiːˈfʊts
PUSTEJOVSKY	pəsteɪˈɑːvski
PUT	ˈpʊt
PUT-ON	ˈpʊˈtɑːn
PUT-ONS	ˈpʊˈtɑːnz
PUTATIVE	ˈpjuːtətɪv
PUTCO	ˈpʌtkoʊ, ˈpʊtkoʊ
PUTDOWN	ˈpʊtˌdaʊn
PUTDOWNS	ˈpʊtˌdaʊnz
PUTE	ˈpjuːt
PUTERBAUGH	pjuːˈtɝːbɔ
PUTES	ˈpjuːts
PUTH	ˈpuːθ
PUTHOFF	ˈpʌtˌhɔf
PUTIN	ˈpuːtɪn
PUTMAN	ˈpʌtmən
PUTNAM	ˈpʌtnəm
PUTNAM'S	ˈpʌtnəmz
PUTNEY	ˈpʌtni
PUTRID	ˈpjuːtrɪd
PUTS	ˈpʊts
PUTSCH	ˈpʊtʃ
PUTT	ˈpʌt
PUTTABLE	ˈpʌtəbəl
PUTTED	ˈpʌtɪd
PUTTENBAY	ˈpʌtɪnˌbeɪ
PUTTER	ˈpʌtɝ
PUTTERER	ˈpʌtɝɝ
PUTTERING	ˈpʌtɝɪŋ
PUTTERMAN	ˈpʌtɝmən
PUTTERS	ˈpʌtɝz
PUTTING	ˈpʌtɪŋ, ˈpʊtɪŋ
PUTTNAM	ˈpʌtnəm
PUTTNAM'S	ˈpʌtnəmz
PUTTS	ˈpʌts
PUTTY	ˈpʌti
PUTZ	ˈpʌts
PUTZIER	ˈpʌtziːɝ
PUUSEPP	ˈpuːzəp
PUZA	ˈpuːzə
PUZIO	ˈpuːziːoʊ
PUZO	ˈpuːzoʊ
PUZZLE	ˈpʌzəl
PUZZLED	ˈpʌzəld
PUZZLEMASTER	ˈpʌzəlˌmæstɝ
PUZZLEMENT	ˈpʌzəlmənt
PUZZLER	ˈpʌzlɝ
PUZZLES	ˈpʌzəlz
PUZZLING	ˈpʌzəlɪŋ, ˈpʌzlɪŋ
PUZZO	ˈpuːzoʊ
PYATT	ˈpaɪət
PYBURN	ˈpɪbɝn
PYE	ˈpaɪ
PYEATT	ˈpaɪət
PYGMALION	ˌpɪgˈmeɪljən
PYGMIES	ˈpɪgmiːz
PYGMY	ˈpɪgmi
PYHRRIC	ˈpɪrɪk
PYKA	ˈpɪkə
PYKE	ˈpaɪk
PYLAND	ˈpaɪlənd
PYLANT	pɪˈlɔnt, pɪˈlænt
PYLE	ˈpaɪl
PYLE'S	ˈpaɪlz
PYLES	ˈpaɪlz
PYLON	ˈpaɪˌlɑːn
PYLONS	ˈpaɪˌlɑːnz
PYLORI	ˌpaɪˈlɔri
PYLOS	ˈpaɪloʊs
PYMM	ˈpɪm
PYNE	ˈpaɪn
PYNES	ˈpaɪnz
PYONGYANG	ˈpjɔŋˈjæŋ
PYONGYANG'S	ˈpjɔŋˈjæŋz
PYPER	ˈpaɪpɝ
PYRAMID	ˈpɪrəmɪd
PYRAMIDAL	pɝˈæmədəl
PYRAMIDS	ˈpɪrəmɪdz
PYRE	ˈpaɪɝ
PYRENA	pɪˈriːnə
PYRENEES	ˈpɪrəiːz
PYRENEES'	ˈpɪrəiːz
PYRES	ˈpaɪɝz
PYRITE	ˈpaɪraɪt
PYRO	ˈpaɪroʊ
PYRON	ˈpɪrən
PYROTECHNIC	ˌpaɪroʊˈtɛknɪk
PYROTECHNICS	ˌpaɪroʊˈtɛknɪks
PYROXENE	paɪˈrɑːksiːn, ˈpaɪrɑːkˌsiːn
PYRRHIC	ˈpɪrɪk
PYSHER	ˈpɪʃɝ
PYTEL	ˈpɪtəl
PYTHAGOREAN	ˌpɪθəˈgɔriːən
PYTHAGORUS	pɪˈθægərəs
PYTHIA	ˈpɪθiːə
PYTHON	ˈpaɪθɑːn
PYTHON'S	ˈpaɪθɑːnz
PYXIS	ˈpɪksɪs
Q	ˈkjuː
Q'S	ˈkjuːz
Q.	ˈkjuː
Q.'S	ˈkjuːz
Q.S	ˈkjuːz
QANA	ˈkɑːnə
QANTAS	ˈkæntəs, ˈkɑːntəs
QASR	ˈkeɪzɝ, ˈkjuːˈeɪˈɛˈsɑːr
QATAR	ˌkəˈtɑːr
QAWI	ˈkɑːwi
QI	ˈkiː
QIAN	ˈkiːˌɑːn, ˈdʒɪn
QIAO	ˌkiːˈaʊ
QIAOTOU	ˌkiːˈaʊˌtuː
QICHEN	ˈkiːˌtʃɛn
QIN	ˈkɪn
QING	ˈkɪŋ
QINGDAO	ˈtʃɪŋˈdaʊ
QINGMING	ˈkɪŋˈmɪŋ
QINTEX	ˈkɪnˌtɛks
QIRYAT	kɪrˈjɑːt
QMAX	ˈkjuːˌmæks
QOM	ˈkɑːm
QU	ˈkuː
QUA	ˈkwɑː
QUACH	ˈkwɑːtʃ
QUACK	ˈkwæk
